crate_name,version,error_id,test_name,error_type,full_error_text,error_root,error_text,passed_in_stack_borrows
aigc_secp256k1zkp,0.7.12,6,key::test::skey_clear_on_drop,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,key::test::skey_from_slice,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,key::test::test_add_exp_bad_context,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,key::test::test_addition,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,4,key::test::test_bad_deserialize,Undefined Behavior,"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",NA,constructing invalid value at .value[0],FALSE
aigc_secp256k1zkp,0.7.12,4,key::test::test_bad_serde_deserialize,Undefined Behavior,"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",NA,constructing invalid value at .value[0],FALSE
aigc_secp256k1zkp,0.7.12,6,key::test::test_debug_output,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,key::test::test_inverse,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,key::test::test_multiplication,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,key::test::test_negate,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,key::test::test_out_of_range,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,key::test::test_pk_combination,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,key::test::test_pubkey_from_bad_slice,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,5,key::test::test_pubkey_from_slice_bad_context,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:493:26,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:337:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_impl.h:153:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_impl.h:300:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:142:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,key::test::test_pubkey_serialize,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,key::test::test_serialize,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,key::test::test_serialize_serde,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,pedersen::tests::commit_parse_ser,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,pedersen::tests::rewind_empty_message,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,pedersen::tests::rewind_message,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,pedersen::tests::test_blind_commit,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,pedersen::tests::test_bullet_proof_multisig,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,pedersen::tests::test_bullet_proof_single,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,pedersen::tests::test_bullet_proof_verify_multi,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,pedersen::tests::test_commit_sum,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,pedersen::tests::test_from_pubkey,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,pedersen::tests::test_range_proof,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,pedersen::tests::test_sign_with_pubkey_from_commitment,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
aigc_secp256k1zkp,0.7.12,6,pedersen::tests::test_to_pubkey,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:438:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:62:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:139:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:151:10","using uninitialized data, but this operation requires initialized memory",FALSE
